UserID,SpID,prev_SpID,Long,Lat,ArriveTime,leaveTime,date,time
0,0,-1,116.29850695238098,39.984098285714275,39744.1276041667,39744.1723032407,2008-10-23,03:03:45
0,3,2,116.32367365000002,39.99987125,39749.1222337963,39749.2104398148,2008-10-28,02:56:01
0,6,-1,116.29682728086415,40.01130110185187,39763.0118518519,39763.0374305556,2008-11-11,00:17:04
0,7,-1,116.32595766666668,39.999036999999994,39764.1238425926,39764.1478819444,2008-11-12,02:58:20
0,9,-1,116.3204658181818,40.00837894318181,39765.157037037,39765.2844791667,2008-11-13,03:46:08
0,10,9,116.3157925,39.988989000000004,39765.2861574074,39765.3168287037,2008-11-13,06:52:04
0,11,10,116.32051999999999,39.9812745,39765.3463773148,39765.4605208333,2008-11-13,08:18:47
0,12,11,116.3243502,40.0000532,39765.4627777778,39765.5790046296,2008-11-13,11:06:24
0,13,-1,116.32368163636364,39.99994000000001,39766.0830439815,39766.1621527778,2008-11-14,01:59:35
0,14,13,116.32114806122455,40.009081367346944,39766.1675347222,39766.1995833333,2008-11-14,04:01:15
0,15,14,116.32034217391302,40.00738482608695,39766.2020138889,39766.2944212963,2008-11-14,04:50:54
0,16,-1,116.3213171190476,40.00900923809523,39766.4384953704,39766.4701851852,2008-11-14,10:31:26
0,17,16,116.32151307792212,40.00890293506491,39766.4712847222,39766.6777777778,2008-11-14,11:18:39
0,19,-1,116.32227925000001,40.01037625,39770.4125,39770.4543518518,2008-11-18,09:54:00
0,20,-1,116.320722375,40.010378125,39771.4813657407,39771.5577083333,2008-11-19,11:33:10
0,21,-1,116.32447104761907,40.000527999999996,39774.0793865741,39774.2028819444,2008-11-22,01:54:19
0,22,21,116.3229604230769,40.00852415384615,39774.2028819444,39774.2353356481,2008-11-22,04:52:09
0,23,-1,116.32428633333332,40.00312566666667,39784.3055671296,39784.4524189815,2008-12-02,07:20:01
0,24,23,116.32129333333334,40.00806733333333,39784.4524189815,39784.6746296296,2008-12-02,10:51:29
0,26,-1,116.32226022222224,39.99982866666667,39794.1973958333,39794.2629513889,2008-12-12,04:44:15
0,27,-1,116.31988504166674,40.00772125,39902.0449421296,39902.1580092593,2009-03-30,01:04:43
0,29,28,116.32669485454544,40.00017063636363,39902.2643518519,39902.4030092593,2009-03-30,06:20:40
0,31,-1,116.32205815277777,39.99689706249999,39903.0507407407,39903.0730671296,2009-03-31,01:13:04
0,34,-1,116.32698267567567,40.00050364864863,39904.2245023148,39904.3749189815,2009-04-01,05:23:17
0,35,34,116.32009799310354,40.00756395172411,39904.4047222222,39904.4336574074,2009-04-01,09:42:48
0,36,-1,116.32678148437502,39.999935140625,39905.2554050926,39905.405625,2009-04-02,06:07:47
0,37,36,116.3240175,40.00020475,39905.433287037,39905.4806134259,2009-04-02,10:23:56
