UserID,SpID,prev_SpID,Long,Lat,ArriveTime,leaveTime
0,1,0,116.32437467857144,39.99982871428572,39744.1894907407,39744.4044560185
0,2,1,116.32100751612903,40.00863677419353,39744.4061342593,39744.4231018518
0,3,2,116.31925744512189,40.00772890243903,39744.4231018518,39744.4384259259
0,4,3,116.32205765517239,40.00888606896553,39744.4475810185,39744.4657638889
0,6,5,116.32367365000002,39.99987125,39749.1222337963,39749.2104398148
0,8,7,116.2967819112904,40.00687529032256,39756.0878819444,39756.1059375
0,9,8,116.29707692647064,40.01094084558826,39756.1083101852,39756.1234143519
0,13,12,116.3200555625,40.00951,39764.1593518518,39764.182662037
0,15,14,116.3157925,39.988989000000004,39765.2861574074,39765.3168287037
0,16,15,116.3164196153846,39.95872138461538,39765.3321643519,39765.3463773148
0,17,16,116.32051999999999,39.9812745,39765.3463773148,39765.4605208333
0,18,17,116.3243502,40.0000532,39765.4627777778,39765.5790046296
0,20,19,116.32114806122455,40.009081367346944,39766.1675347222,39766.1995833333
0,21,20,116.32034217391302,40.00738482608695,39766.2020138889,39766.2944212963
0,23,22,116.32151307792212,40.00890293506491,39766.4712847222,39766.6777777778
0,25,24,116.31978533333333,40.009054444444445,39767.1500462963,39767.166724537
0,27,26,116.32648621052631,39.99435886842106,39770.4637847222,39770.483287037
0,30,29,116.3229604230769,40.00852415384615,39774.2028819444,39774.2353356481
0,32,31,116.32129333333334,40.00806733333333,39784.4524189815,39784.6746296296
0,37,36,116.3275995,40.0056335,39902.1688310185,39902.2208333333
0,38,37,116.32669485454544,40.00017063636363,39902.2643518519,39902.4030092593
0,39,38,116.32253924000003,40.01023524,39902.4075231481,39902.4233796296
0,40,39,116.32680473214289,39.999949000000015,39902.4293981481,39902.6640740741
0,42,41,116.32205815277777,39.99689706249999,39903.0507407407,39903.0730671296
0,43,42,116.3272885333333,40.000200400000004,39903.0742824074,39903.1610069444
0,44,43,116.32245179452057,40.009869410958885,39903.1651736111,39903.1828240741
0,45,44,116.32686319512199,40.000096926829265,39903.1869328704,39903.3730902778
0,46,45,116.32357034482754,40.01092800000001,39903.3766203704,39903.3959490741
0,48,47,116.31750509090914,40.006637106060595,39904.386724537,39904.4047222222
0,49,48,116.32009799310354,40.00756395172411,39904.4047222222,39904.4336574074
0,51,50,116.32244362146889,40.010457310734445,39905.4128009259,39905.4272106481
0,52,51,116.3240175,40.00020475,39905.433287037,39905.4806134259
0,53,52,116.31950011458333,40.00796176041666,39905.4990740741,39905.6363773148
0,55,54,116.32528351428569,40.006437142857145,39906.1735069444,39906.2196759259
0,56,55,116.31520562311557,40.0098095879397,39906.2296296296,39906.2447337963
0,57,56,116.32723201785714,39.99973055357142,39906.2504050926,39906.3241898148
0,58,57,116.31523584191183,40.009700746323524,39906.4357060185,39906.4639467593
0,59,58,116.31525123790325,40.00969565322584,39906.4655092593,39906.4847222222
0,60,59,116.31932781447975,40.007529841628966,39906.5013310185,39906.5177662037
0,61,60,116.31515545411582,40.00969945648066,39906.5349537037,39907.2830555556
