UserID,SpID,prev_SpID,Long,Lat,ArriveTime,leaveTime,date,time
4,0,-1,116.32711623809521,39.99298542857142,39745.3969791667,39745.4220138889,2008-10-24,09:31:39
4,1,0,116.32696782352946,39.99895228235297,39745.4264930556,39745.4752893519,2008-10-24,10:14:09
4,2,1,116.32830792622947,39.99203660655739,39745.4806365741,39745.4968865741,2008-10-24,11:32:07
4,3,-1,116.32537146590907,39.98131570454544,39746.2212615741,39746.3898842593,2008-10-25,05:18:37
4,4,3,116.32682330612242,39.99981857142856,39746.4002430556,39746.4157638889,2008-10-25,09:36:21
4,5,4,116.32274556666671,40.00984923333333,39746.4192708333,39746.434375,2008-10-25,10:03:45
4,6,-1,116.32041526470589,39.991746000000006,39747.3064583333,39747.3328819444,2008-10-26,07:21:18
4,7,6,116.3271314375,39.99933977083334,39747.336875,39747.3627083333,2008-10-26,08:05:06
4,8,7,116.33598834374999,39.975121562499986,39747.372025463,39747.3890393519,2008-10-26,08:55:43
4,9,8,116.41630217142855,39.969192485714295,39747.401712963,39747.5653009259,2008-10-26,09:38:28
4,10,9,116.40496163636362,39.96759672727272,39747.5677893519,39747.5872337963,2008-10-26,13:37:37
4,11,-1,116.32733388888889,39.99971677777778,39748.2474537037,39748.2665856481,2008-10-27,05:56:20
4,12,11,116.31234873684213,39.97391684210527,39748.2930555556,39748.3205671296,2008-10-27,07:02:00
4,13,12,116.31559647368424,40.002859763157886,39748.3370023148,39748.4252430556,2008-10-27,08:05:17
4,14,-1,116.3427476521739,40.00589626086956,39749.2565393519,39749.3143171296,2008-10-28,06:09:25
4,15,14,116.32669747058823,39.999881794117634,39749.3235185185,39749.4403935185,2008-10-28,07:45:52
4,16,15,116.32110366129035,40.00885029032258,39749.4454282407,39749.4763310185,2008-10-28,10:41:25
4,17,-1,116.32596359090911,40.00079454545454,39750.2232060185,39750.2546875,2008-10-29,05:21:25
4,18,17,116.32532052671752,39.99189609160305,39750.3023263889,39750.3959027778,2008-10-29,07:15:21
4,19,18,116.35172990123456,39.95900292592592,39750.4193981481,39750.5163657407,2008-10-29,10:03:56
4,20,-1,116.32633167857145,40.000067607142846,39751.0783217593,39751.1556597222,2008-10-30,01:52:47
4,21,20,116.3274618181818,39.99950318181817,39751.1815740741,39751.2685763889,2008-10-30,04:21:28
4,22,21,116.32049734042549,39.99225546808512,39751.2736689815,39751.3009722222,2008-10-30,06:34:05
4,23,22,116.32680120000002,39.999519514285716,39751.3045023148,39751.3555555556,2008-10-30,07:18:29
4,24,23,116.31849312499999,40.001417937500015,39751.3590856481,39751.4853935185,2008-10-30,08:37:05
