UserID,SpID,prev_SpID,Long,Lat,ArriveTime,leaveTime,date,time
4,0,-1,116.32711623809521,39.99298542857142,39745.3969791667,39745.4220138889,2008-10-24,09:31:39
4,2,-1,116.32537146590907,39.98131570454544,39746.2212615741,39746.3898842593,2008-10-25,05:18:37
4,3,-1,116.32041526470589,39.991746000000006,39747.3064583333,39747.3328819444,2008-10-26,07:21:18
4,4,3,116.3271314375,39.99933977083334,39747.336875,39747.3627083333,2008-10-26,08:05:06
4,5,4,116.41630217142855,39.969192485714295,39747.401712963,39747.5653009259,2008-10-26,09:38:28
4,7,6,116.31559647368424,40.002859763157886,39748.3370023148,39748.4252430556,2008-10-27,08:05:17
4,9,8,116.32669747058823,39.999881794117634,39749.3235185185,39749.4403935185,2008-10-28,07:45:52
4,10,9,116.32110366129035,40.00885029032258,39749.4454282407,39749.4763310185,2008-10-28,10:41:25
4,11,-1,116.32596359090911,40.00079454545454,39750.2232060185,39750.2546875,2008-10-29,05:21:25
4,14,-1,116.32633167857145,40.000067607142846,39751.0783217593,39751.1556597222,2008-10-30,01:52:47
4,16,15,116.32049734042549,39.99225546808512,39751.2736689815,39751.3009722222,2008-10-30,06:34:05
4,17,16,116.32680120000002,39.999519514285716,39751.3045023148,39751.3555555556,2008-10-30,07:18:29
4,18,17,116.31849312499999,40.001417937500015,39751.3590856481,39751.4853935185,2008-10-30,08:37:05
4,20,19,116.3251697272727,40.00550736363637,39752.1652546296,39752.2199884259,2008-10-31,03:57:58
4,21,20,116.32755967346941,40.00008693877551,39752.2225347222,39752.390162037,2008-10-31,05:20:27
4,23,-1,116.32682635714279,39.999170309523805,39753.2210648148,39753.4034259259,2008-11-01,05:18:20
4,26,25,116.32704029032257,39.99977629032257,39754.1596412037,39754.2216087963,2008-11-02,03:49:53
4,27,26,116.32481050574718,39.98121383908045,39754.2279166667,39754.3399421296,2008-11-02,05:28:12
4,28,27,116.31557613385824,39.971518342519644,39754.3619907407,39754.3937037037,2008-11-02,08:41:16
4,29,28,116.31987950909095,40.007634345454555,39754.4165856481,39754.4549884259,2008-11-02,09:59:53
4,30,-1,116.32665250000001,39.999828464285706,39755.2604976852,39755.353275463,2008-11-03,06:15:07
4,33,32,116.32158585954723,40.011839744871146,39755.7339236111,39756.0449768519,2008-11-03,17:36:51
4,34,-1,116.32148484848486,40.01080515151516,39756.8069560185,39757.0074189815,2008-11-04,19:22:01
4,36,35,116.31706565625,40.00536545833334,39757.1492476852,39757.1827314815,2008-11-05,03:34:55
4,38,37,116.31938876190476,39.997910523809516,39757.2299421296,39757.2538541667,2008-11-05,05:31:07
4,39,38,116.32713465384616,40.000017307692296,39757.2568055556,39757.298912037,2008-11-05,06:09:48
4,41,40,116.3169926862745,40.0053452745098,39757.4046527778,39757.4480555556,2008-11-05,09:42:42
4,42,41,116.32113396874999,40.01059953125,39757.4512962963,39757.4761921296,2008-11-05,10:49:52
4,43,42,116.31860219327737,39.99872419117645,39757.4884606482,39757.5472337963,2008-11-05,11:43:23
4,44,-1,116.31622942857143,40.0055538809524,39758.1790277778,39758.2151851852,2008-11-06,04:17:48
4,45,44,116.31872513703702,39.99842655555556,39758.2262962963,39758.2474768519,2008-11-06,05:25:52
4,46,45,116.31877352036189,39.99777274208145,39758.3392592593,39758.4695833333,2008-11-06,08:08:32
4,49,48,116.32626869696969,39.99990315151515,39759.1866782407,39759.4011574074,2008-11-07,04:28:49
4,50,49,116.31631671590911,40.00588117045454,39759.4063078704,39759.4422106481,2008-11-07,09:45:05
4,51,50,116.31895738000001,39.998341290000006,39759.4537962963,39759.4792824074,2008-11-07,10:53:28
4,53,-1,116.32126999999997,40.010607477272735,39759.812337963,39760.060462963,2008-11-07,19:29:46
4,55,54,116.36663713333336,39.913363266666664,39760.2206365741,39760.3147569444,2008-11-08,05:17:43
4,57,-1,116.31684863636362,40.00517304545454,39761.1991435185,39761.2370138889,2008-11-09,04:46:46
4,58,57,116.31894757142858,39.99852063736263,39761.2469791667,39761.2827430556,2008-11-09,05:55:39
4,60,59,116.32705920588234,39.99943205882353,39761.3733101852,39761.4018981481,2008-11-09,08:57:34
4,61,60,116.32663364912281,39.99274682456141,39761.4055439815,39761.4297916667,2008-11-09,09:43:59
4,63,62,116.32602131250002,40.00028495312501,39762.0579050926,39762.1745949074,2008-11-10,01:23:23
4,64,63,116.32277924137931,40.00987637931034,39762.1776041667,39762.3441666667,2008-11-10,04:15:45
4,66,65,116.32693230379749,40.00057702531645,39762.465625,39762.5083333333,2008-11-10,11:10:30
4,67,-1,116.32689180851064,40.00004810638298,39763.1180787037,39763.1734027778,2008-11-11,02:50:02
4,68,67,116.32712585185183,39.999803592592606,39763.1984027778,39763.2954861111,2008-11-11,04:45:42
4,69,68,116.3207000526316,39.99153642105263,39763.2990162037,39763.3259953704,2008-11-11,07:10:35
4,70,69,116.32664583333333,39.99984793333332,39763.3323263889,39763.4261805556,2008-11-11,07:58:33
4,71,70,116.32295800000004,40.00370981395349,39763.4276273148,39763.4485300926,2008-11-11,10:15:47
4,72,-1,116.32496298148146,40.000848074074064,39764.3020949074,39764.3325231481,2008-11-12,07:15:01
4,74,73,116.32707084313725,39.99970552941176,39764.4303472222,39764.4534837963,2008-11-12,10:19:42
4,75,74,116.3283800714286,39.99226278571429,39764.4578240741,39764.4789930556,2008-11-12,10:59:16
4,77,-1,116.31224672222226,39.97377527777778,39765.2318865741,39765.2719560185,2008-11-13,05:33:55
4,78,77,116.34251900000002,40.00568469565217,39765.3006944444,39765.3627199074,2008-11-13,07:13:00
4,80,-1,116.32201358620688,40.01087531034482,39765.9254513889,39766.1112037037,2008-11-13,22:12:39
4,81,80,116.32543868831172,40.00594824675324,39766.1628356481,39766.2265509259,2008-11-14,03:54:29
4,84,83,116.31885999045588,39.9910259872746,39766.4081828704,39766.5121296296,2008-11-14,09:47:47
